Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
15.49,79.47,8.14,0.12,9.39,71,1606,483,0.46,4.68,1.18,14.0,Cowpea
15.49,79.47,8.78,0.2,5.83,132,3200,592,1.72,3.84,1.7,13.86,Cowpea
15.46,79.53,8.35,0.14,3.92,120,5303,129,0.26,3.54,0.64,9.12,Paddy
15.46,79.53,8.67,0.13,7.3,181,2609,303,0.32,2.68,0.86,9.02,Paddy
15.46,79.54,8.87,0.19,12.73,98,2144,307,0.94,11.82,1.16,5.68,Paddy
15.46,79.53,7.8,0.2,39.34,132,2030,199,0.38,3.22,0.48,6.98,Tobacco
15.46,79.53,7.75,0.14,16.84,104,1464,203,0.24,4.28,0.58,13.26,Tobacco
15.46,79.57,7.68,0.08,8.61,118,1117,188,0.24,5.2,0.56,11.16,Cowpea
15.45,79.55,7.21,0.11,7.64,79,1435,137,0.22,6.96,0.8,19.26,Cowpea
15.46,79.53,8.3,0.12,5.5,136,2609,160,0.18,4.32,0.66,9.2,Tobacco
15.46,79.53,8.87,0.15,17.85,283,2875,355,0.52,15.24,1.14,12.36,Cowpea
15.46,79.54,8.37,0.1,15.16,235,2392,281,0.24,6.44,1.04,10.16,Cowpea
15.46,79.53,8.85,0.18,7.19,242,2362,246,0.44,2.66,1.02,13.66,Cowpea
15.45,79.55,8.71,0.16,19.99,266,2512,306,0.84,6.78,1.32,5.64,Cowpea
15.46,79.53,8.9,0.43,31.64,240,2396,719,0.72,11.8,2.0,7.38,Paddy
15.45,79.56,7.88,0.11,8.38,86,761,111,0.18,2.32,0.26,8.64,Cowpea
15.45,79.55,8.2,0.06,8.63,149,1837,336,0.2,2.14,0.72,6.2,Pigeonpea
15.45,79.54,7.22,0.05,6.04,91,1048,166,0.16,5.92,0.46,14.78,Pigeonpea
15.45,79.55,8.15,0.1,9.54,280,2378,248,0.28,6.42,0.84,12.66,Pigeonpea
15.46,79.54,8.53,0.17,6.1,140,2610,371,0.32,7.14,0.64,9.44,Paddy
15.45,79.54,8.21,0.13,8.34,206,2500,328,0.22,4.66,0.86,6.74,Cowpea
15.45,79.54,9.52,0.82,11.82,355,2088,640,1.2,33.14,3.14,17.66,Pigeonpea
15.45,79.54,8.55,0.44,30.85,149,2491,880,0.42,23.58,1.96,4.66,Pigeonpea
15.45,79.54,8.27,0.07,3.82,99,1344,80,0.2,3.38,0.2,6.7,Pigeonpea
15.45,79.54,7.15,0.19,7.2,267,1806,313,0.26,6.84,1.2,23.0,Pigeonpea
15.47,79.51,8.75,0.23,4.32,259,3215,1439,0.38,38.88,2.6,12.32,Paddy
15.47,79.51,8.56,0.3,24.15,247,2939,1132,1.3,27.2,1.68,14.04,Paddy
15.47,79.52,8.44,0.14,9.47,168,2693,384,0.3,3.78,0.64,8.78,Paddy
15.46,79.51,8.64,0.29,58.02,425,3029,1142,1.12,19.38,1.84,10.62,Paddy
15.47,79.52,8.65,0.17,14.03,206,3230,815,0.52,4.42,1.58,9.36,Paddy
15.47,79.51,8.18,0.13,20.54,196,2392,502,0.64,18.2,1.14,14.92,Paddy
15.47,79.52,8.3,0.14,23.79,179,2815,572,1.62,13.78,1.24,10.88,Paddy
15.47,79.52,8.6,0.24,15.72,215,2846,1180,0.56,22.0,2.34,10.06,Paddy
15.47,79.51,8.58,0.27,9.36,226,2739,1388,0.64,29.5,2.26,9.36,Paddy
15.47,79.51,7.8,0.13,18.46,108,1577,361,0.3,7.22,0.9,19.02,Paddy
15.37,79.49,8.13,0.15,3.56,206,4230,500,0.24,4.76,1.04,14.04,Pigeonpea
15.39,79.5,7.17,0.13,7.26,188,3115,652,0.24,5.66,1.4,27.4,Pigeonpea
15.35,79.48,7.53,0.07,8.41,126,1238,140,0.32,3.98,0.88,16.02,Tobacco
15.34,79.48,8.1,0.16,8.61,396,4027,388,0.4,5.9,1.12,11.14,Tobacco
15.35,79.48,8.42,0.41,7.32,254,4104,435,0.24,2.02,0.56,2.9,Tobacco
15.35,79.48,7.21,0.05,7.72,100,1404,142,0.22,6.88,0.84,20.9,Pigeonpea
15.36,79.48,7.31,0.1,11.42,99,1416,113,0.24,7.74,0.86,16.24,Pigeonpea
15.36,79.48,7.46,0.06,9.01,107,2119,197,0.26,4.24,0.88,16.76,Pigeonpea
15.47,79.5,8.75,0.63,29.49,160,2395,804,0.78,11.08,1.16,6.4,Paddy
15.47,79.5,8.2,0.14,15.24,192,2085,520,0.26,4.28,0.96,10.66,Tobacco
15.48,79.5,8.47,0.11,5.21,170,3187,271,0.3,4.02,1.02,11.68,Cowpea
15.48,79.5,8.48,0.27,9.47,173,2526,998,2.82,1.96,1.12,6.34,Paddy
15.48,79.5,9.05,0.36,19.88,233,2337,947,0.72,37.32,2.1,10.06,Paddy
15.45,79.5,9.6,0.48,16.32,170,2005,581,0.36,16.92,1.36,10.28,Paddy
15.45,79.48,8.82,0.17,6.37,93,2354,790,0.5,21.18,1.52,12.6,Paddy
15.45,79.5,8.71,0.2,3.44,50,2657,725,0.2,13.22,1.8,8.06,Paddy
15.45,79.5,9.16,0.29,2.69,88,2559,610,0.24,6.98,0.96,4.72,Paddy
15.46,79.51,8.42,0.11,3.29,63,3266,347,0.26,2.0,0.94,7.06,Green gram
15.46,79.51,8.35,0.13,3.55,52,2771,285,0.38,1.68,0.94,6.64,Green gram
15.47,79.51,8.95,0.27,25.74,151,2205,993,0.62,31.52,2.5,7.9,Paddy
15.47,79.51,8.35,0.14,3.65,80,3885,466,0.18,2.92,1.04,5.26,Tobacco
15.48,79.52,8.96,0.26,9.72,124,2277,766,0.52,32.32,1.56,16.5,Paddy
15.47,79.51,8.7,0.16,6.48,39,1580,403,0.36,22.02,1.08,6.42,Paddy
15.47,79.51,8.85,0.43,20.73,266,2568,1065,0.82,48.18,3.58,10.02,Paddy
15.47,79.51,8.62,0.68,19.6,291,2676,1127,0.6,40.38,3.06,10.12,Paddy
15.47,79.52,8.28,0.2,26.05,643,4127,538,0.62,13.0,1.78,12.82,Paddy
15.48,79.51,8.37,0.29,24.92,257,2559,976,0.98,41.66,3.0,6.26,Paddy
15.42,79.58,8.22,0.15,3.46,178,4714,184,0.36,4.52,0.86,14.68,Pigeonpea
15.45,79.56,8.1,0.17,2.03,194,4322,312,0.34,5.56,1.0,14.92,Pigeonpea
15.42,79.58,7.25,0.11,2.36,170,2439,300,0.28,6.0,0.96,27.72,Pigeonpea
15.45,79.56,7.32,0.12,2.46,114,2779,299,0.26,4.2,0.8,19.24,Pigeonpea
15.45,79.56,9.36,0.28,1.58,86,2793,318,0.34,3.96,0.66,8.98,Pigeonpea
15.45,79.56,6.1,0.08,2.48,147,754,171,0.44,12.02,0.8,23.18,Pigeonpea
15.45,79.56,9.15,0.27,1.65,114,3699,275,0.24,2.48,0.74,9.7,Pigeonpea
15.49,79.47,8.36,0.1,3.68,101,836,130,0.4,2.6,0.56,5.94,Tobacco
15.48,79.47,7.2,0.08,2.93,116,1348,189,0.18,3.22,0.84,7.82,Tobacco
15.48,79.47,6.73,0.08,2.04,127,843,134,0.16,3.28,0.58,7.5,Tobacco
15.48,79.47,8.2,0.08,23.68,124,1998,323,0.26,2.88,1.28,8.46,Tobacco
15.48,79.47,8.18,0.56,39.61,731,2414,539,1.12,4.68,0.64,19.56,Tobacco
15.48,79.47,8.71,0.33,50.11,92,1976,832,0.92,29.92,2.06,15.94,Cowpea
15.48,79.46,8.14,0.08,11.88,82,1840,453,0.36,2.22,1.26,12.08,Cowpea
15.48,79.46,8.56,0.13,12.56,119,2422,488,0.36,1.14,0.86,6.5,Cowpea
15.47,79.46,7.52,0.18,41.09,178,1777,448,0.66,4.56,1.52,21.56,Cowpea
15.52,79.46,8.35,0.21,17.02,215,2523,243,0.54,2.72,0.82,12.34,Cowpea
15.52,79.45,7.83,0.2,8.51,213,1941,446,0.4,5.52,1.96,22.74,Cotton
15.52,79.46,6.42,0.07,10.42,42,343,71,0.22,5.84,0.34,12.84,Cotton
15.51,79.46,8.9,0.19,9.81,45,1438,453,1.54,16.54,1.2,12.92,Cotton
15.51,79.46,6.53,0.08,6.49,52,364,80,0.22,4.12,0.3,7.68,Cotton
15.5,79.46,6.1,0.06,6.53,41,346,74,0.2,5.28,0.3,10.86,Cotton
15.42,79.58,8.32,0.14,3.32,71,5480,243,0.18,2.5,0.7,6.0,Paddy
15.45,79.56,8.05,0.14,8.14,101,1912,517,0.28,15.54,1.48,7.08,Paddy
15.45,79.56,8.55,0.1,1.83,60,4239,875,0.1,2.34,0.16,2.12,Paddy
15.45,79.56,8.26,0.13,3.12,104,5893,323,0.26,3.3,0.68,8.56,Paddy
15.42,79.58,8.46,0.27,11.08,80,3674,654,0.22,17.74,2.1,5.86,Paddy
15.43,79.55,8.66,0.25,10.14,107,2731,799,2.72,17.66,2.0,9.66,Paddy
15.43,79.58,8.77,0.19,12.55,136,1113,219,0.7,14.12,0.98,6.1,Paddy
15.43,79.58,8.8,0.29,9.33,595,2735,625,0.78,5.54,2.08,13.8,Paddy
15.42,79.58,8.76,0.33,9.71,430,2819,647,0.94,4.68,2.02,13.98,Paddy
15.43,79.58,8.65,0.28,10.67,228,2078,451,0.96,13.46,2.44,15.6,Pigeonpea
15.42,79.58,8.26,0.23,15.1,158,1934,203,2.44,17.88,1.36,8.72,Pigeonpea
15.42,79.57,8.4,0.14,4.24,95,5156,318,0.28,2.26,0.66,8.4,Paddy
15.42,79.57,8.41,0.14,4.15,125,4989,226,0.34,1.96,0.64,8.74,Paddy
15.43,79.57,8.42,0.14,4.39,118,5011,232,0.32,2.64,0.66,8.3,Paddy
15.45,79.56,8.27,0.41,7.99,80,2933,1007,1.12,20.68,1.98,14.02,Paddy
15.42,79.57,8.6,0.15,15.06,126,3276,1024,0.52,15.44,1.32,9.52,Paddy
15.42,79.58,8.4,0.17,6.79,96,4260,108,0.32,1.98,0.38,6.98,Paddy
15.42,79.58,8.35,0.13,6.03,96,4451,132,0.36,1.38,0.46,7.54,Paddy
15.45,79.56,8.48,0.11,3.98,83,4207,111,0.26,2.4,0.42,6.3,Paddy
15.48,79.53,8.65,1.18,43.37,213,2314,430,0.64,9.9,1.28,12.8,Pigeonpea
15.48,79.53,8.33,1.68,40.52,1181,2640,833,1.26,16.32,2.36,23.3,Pigeonpea
15.49,79.53,8.25,0.22,5.14,459,4118,275,0.28,1.44,0.78,7.66,Pigeonpea
15.49,79.54,8.38,0.23,23.92,523,4055,703,0.98,3.12,1.24,18.68,Paddy
15.47,79.53,8.3,0.13,2.87,119,5118,318,0.32,3.54,1.0,9.04,Paddy
15.48,79.54,8.06,0.27,19.38,555,4460,253,0.62,5.32,1.06,18.6,Cowpea
15.47,79.54,8.49,0.23,3.99,106,4019,1069,0.38,23.06,2.12,13.62,Cowpea
15.48,79.54,8.9,0.21,2.35,161,3390,575,0.26,6.22,0.98,11.18,Cowpea
15.48,79.54,8.22,2.18,13.43,230,3141,1327,0.66,35.1,2.6,9.5,Maize
15.49,79.54,8.43,0.21,5.64,236,4503,531,0.42,6.52,1.38,12.56,Maize
15.48,79.54,9.2,0.95,24.81,164,2293,494,0.54,13.18,1.48,11.06,Maize
15.48,79.54,8.72,0.7,23.52,399,2536,651,1.66,25.46,2.14,12.58,Pigeonpea
15.48,79.54,8.45,0.32,3.48,276,4189,710,0.32,2.94,1.06,11.76,Pigeonpea
15.48,79.54,9.01,0.38,12.95,210,2626,717,0.9,14.42,2.04,16.94,Pigeonpea
15.48,79.54,8.66,0.79,22.91,501,2633,897,0.7,18.88,2.34,13.08,Pigeonpea
15.48,79.54,8.76,0.81,17.2,575,2595,887,0.52,14.8,2.12,13.78,Pigeonpea
15.48,79.54,9.11,0.38,13.72,260,2699,696,0.56,10.96,1.7,12.44,Pigeonpea
15.48,79.54,8.26,0.16,3.4,118,5538,368,0.26,4.32,1.12,8.92,Paddy
15.47,79.55,7.71,0.12,3.44,112,1821,180,0.34,3.64,0.48,13.2,Paddy
15.47,79.55,7.68,0.13,3.91,119,1915,190,0.38,3.82,0.5,12.7,Paddy
15.47,79.55,7.7,0.12,3.76,133,1850,185,0.4,3.6,0.54,14.22,Cowpea
15.47,79.55,7.71,0.15,3.11,135,2127,212,0.4,4.3,0.6,15.28,Cowpea
15.47,79.55,8.98,0.78,15.5,307,2644,1134,0.56,28.5,2.98,9.56,Cowpea
15.47,79.55,8.63,0.46,18.28,441,2537,704,0.84,9.82,1.2,19.3,Cowpea
15.48,79.55,8.65,0.37,10.68,239,2395,729,0.78,22.64,1.58,11.84,Cowpea
15.48,79.54,8.32,0.14,3.78,152,4378,127,0.38,2.34,0.96,14.04,Cowpea
15.47,79.54,8.37,0.12,3.26,125,4412,122,0.32,1.82,0.84,10.28,Cowpea
15.48,79.54,8.34,0.13,3.71,125,4018,125,0.42,1.44,0.76,9.88,Cowpea
15.49,79.55,8.76,0.21,2.6,129,2575,465,0.36,18.16,1.36,10.68,Cowpea
15.48,79.55,7.47,0.19,2.28,127,1659,188,0.46,5.32,0.62,18.0,Cowpea
15.49,79.54,9.05,0.52,27.8,312,2276,515,0.92,18.28,1.88,13.02,Pigeonpea
15.49,79.55,8.47,0.28,16.78,199,2865,712,1.12,35.98,2.18,7.22,Paddy
15.47,79.55,8.9,0.51,26.23,260,2378,609,1.0,21.1,1.92,15.14,Paddy
15.47,79.53,9.01,0.76,20.9,234,2189,472,0.6,15.68,1.48,13.26,Paddy
15.48,79.54,8.33,0.97,29.21,290,2774,1295,0.74,37.1,2.7,18.2,Paddy
15.48,79.55,8.05,0.39,3.05,293,3892,363,0.3,6.3,1.6,15.84,Pigeonpea
15.48,79.53,8.82,0.32,18.57,302,2420,602,1.6,15.04,1.92,12.14,Pigeonpea
15.48,79.53,8.47,0.73,10.97,266,3175,1126,0.94,23.04,3.0,16.28,Pigeonpea
15.48,79.53,9.22,0.79,20.64,325,2257,887,0.7,35.56,2.38,13.48,Paddy
15.47,79.54,8.48,0.21,18.45,508,3118,445,0.96,7.2,2.48,16.74,Maize
15.48,79.54,8.65,0.22,12.97,573,2697,593,0.6,3.7,1.8,15.32,Maize
15.49,79.54,8.73,0.61,39.23,367,2633,637,0.92,20.56,1.84,19.34,Maize
15.49,79.54,8.25,0.35,1.95,206,5548,629,0.38,12.32,1.7,17.72,Maize
15.48,79.53,8.51,0.32,5.33,440,2919,1040,0.54,9.24,2.0,23.76,Paddy
15.49,79.55,8.46,0.68,12.09,318,2815,691,0.7,3.0,1.24,11.56,Maize
15.49,79.55,8.71,0.29,15.18,90,2769,647,0.92,21.94,1.86,7.3,Pigeonpea
15.49,79.54,7.64,0.14,4.28,280,2055,507,0.36,5.08,1.08,18.12,Pigeonpea
15.49,79.54,8.53,0.24,1.48,171,2691,599,0.4,6.36,1.64,21.16,Cow pea
15.47,79.54,8.32,0.26,23.29,283,3588,1662,0.78,33.34,3.02,16.68,Paddy
15.48,79.55,8.24,0.16,3.37,205,5158,243,0.32,6.72,1.24,13.88,Paddy
15.48,79.55,9.16,0.41,19.69,278,2552,687,0.68,17.66,1.9,13.9,Paddy
15.48,79.54,8.62,0.25,1.57,193,2683,623,0.44,7.34,1.78,19.54,Paddy
15.48,79.54,8.56,0.31,1.03,207,2740,628,0.46,7.08,1.76,22.34,Paddy
15.48,79.54,8.62,0.25,1.33,188,2761,620,0.42,7.14,1.8,19.4,Paddy
15.47,79.55,8.93,0.19,4.21,213,3305,379,0.44,6.74,0.82,12.04,Paddy
15.49,79.54,8.21,0.11,1.99,221,2795,294,0.48,5.68,0.98,14.14,Paddy
15.49,79.54,8.55,0.11,3.18,125,2700,165,0.38,2.92,0.5,9.02,Paddy
15.48,79.55,8.26,0.14,7.41,225,3058,338,0.32,5.16,0.94,11.74,Pigeonpea
15.48,79.54,8.17,0.29,7.7,504,3844,550,0.5,4.78,1.42,14.08,Pigeonpea
15.47,79.54,8.3,0.72,1.1,216,4585,659,0.24,6.64,1.04,8.48,Tobacco
15.48,79.55,8.5,1.3,10.99,411,2769,1048,0.56,22.1,2.56,11.06,Tobacco
15.48,79.55,8.48,0.51,59.87,1529,2822,586,1.16,4.22,1.78,27.98,Tobacco
15.54,79.39,8.1,0.11,17.95,421,927,430,0.66,4.09,1.02,10.64,Cowpea
15.54,79.39,5.88,0.05,22.32,125,263,59,0.32,16.35,0.69,9.24,Cowpea
15.54,79.39,5.42,0.12,22.07,158,419,138,0.27,19.57,1.14,20.61,Cowpea
15.55,79.38,5.36,0.04,29.76,128,320,79,0.25,28.99,0.97,18.03,Cowpea
15.55,79.39,6.5,0.11,20.65,111,338,54,0.4,17.1,0.64,10.23,Cowpea
15.55,79.39,6.2,0.07,9.05,143,372,99,0.26,8.17,0.77,11.33,Cowpea
15.55,79.39,5.88,0.04,16.86,124,347,78,0.34,26.24,0.8,12.93,Cowpea
15.55,79.38,5.65,0.05,20.22,118,264,58,0.37,55.12,0.86,9.12,Cowpea
15.55,79.39,8.25,0.14,13.69,528,1238,302,0.73,3.65,1.1,13.5,Blackgram
15.55,79.39,6.31,0.12,6.11,53,178,42,0.29,3.81,0.41,7.11,Blackgram
15.55,79.4,6.3,0.05,26.96,65,325,69,0.41,14.86,0.82,7.59,Cowpea
15.55,79.4,5.64,0.04,14.68,81,244,52,1.62,6.92,3.14,5.03,Cowpea
15.55,79.39,7.67,0.24,25.69,463,566,136,0.94,4.32,1.18,10.37,Cowpea
15.55,79.39,8.13,0.14,14.98,284,1072,438,0.53,5.42,1.08,11.79,Cowpea
15.55,79.4,8.08,0.11,13.97,491,769,261,0.62,4.59,1.06,11.95,Cowpea
15.54,79.39,7.07,0.09,16.38,102,323,56,0.44,7.75,0.44,8.12,Cowpea
15.54,79.39,7.16,0.07,15.97,164,601,135,0.63,8.95,1.01,12.95,Cowpea
15.54,79.39,7.26,0.09,20.85,205,639,147,0.59,6.37,0.95,11.87,Cowpea
15.55,79.4,5.8,0.06,9.42,60,156,31,0.4,14.06,0.52,10.56,Cowpea
15.55,79.39,7.17,0.08,22.82,272,470,273,0.61,7.01,1.12,17.15,Blackgram
15.55,79.4,6.12,0.04,6.6,163,358,113,0.29,8.05,0.98,13.19,Cowpea
15.56,79.4,6.36,0.04,6.02,74,219,40,0.26,3.4,0.47,8.52,Cowpea
15.55,79.4,5.32,0.02,4.12,63,227,63,0.17,5.1,0.6,9.46,Cowpea
15.55,79.4,6.53,0.04,3.48,122,272,79,0.24,6.02,0.93,12.57,Cowpea
15.55,79.4,7.02,0.04,6.12,195,869,244,0.42,8.05,1.46,13.97,Cowpea
15.55,79.4,7.12,0.06,11.63,245,583,219,0.48,8.06,1.37,13.75,Cowpea
15.55,79.4,8.31,0.11,3.28,274,998,504,0.21,3.79,0.93,7.23,Cowpea
15.55,79.4,6.96,0.11,13.46,539,904,296,0.54,6.65,2.0,15.25,Cowpea
15.55,79.4,5.45,0.01,6.91,45,74,20,0.15,3.97,0.34,7.0,Cowpea
15.55,79.39,5.55,0.02,9.21,39,106,24,0.26,9.84,0.36,9.61,Cowpea
15.56,79.4,7.8,0.08,33.1,103,596,295,0.85,10.01,0.94,5.75,Cowpea
15.55,79.4,5.34,0.02,14.96,47,165,47,0.26,8.04,0.49,10.09,Cowpea
15.56,79.4,7.9,0.3,7.84,560,1067,896,0.41,9.18,2.02,13.32,Cowpea
15.55,79.39,6.8,0.05,10.51,103,306,68,0.4,8.35,0.55,7.44,Cotton
15.55,79.39,6.73,0.08,23.58,134,353,69,0.46,13.91,0.65,10.54,Cotton
15.55,79.39,8.4,0.12,12.11,447,1239,294,0.41,2.79,0.66,6.2,Cotton
15.55,79.39,6.52,0.07,13.0,110,405,77,0.31,7.83,0.66,10.3,Cotton
15.55,79.39,6.5,0.08,33.66,226,494,125,0.68,28.03,2.01,23.82,Cotton
15.55,79.39,6.4,0.08,16.48,178,557,152,0.05,0.04,0.07,0.02,Blackgram
15.55,79.39,6.49,0.11,11.79,91,297,60,0.39,10.44,0.63,13.49,Cowpea
15.55,79.39,8.2,0.21,24.06,680,1123,508,0.74,3.77,1.42,9.55,Cotton
15.55,79.39,5.86,0.03,17.07,55,171,31,0.36,15.24,0.52,8.86,Cotton
15.55,79.4,6.24,0.05,15.47,190,473,117,0.25,12.54,1.11,17.02,Cotton
15.54,79.39,5.95,0.06,18.98,169,394,104,0.27,13.69,1.08,16.97,Cotton
15.55,79.39,6.45,0.09,15.22,144,399,83,0.37,10.64,0.68,10.75,Cotton
15.55,79.4,8.22,0.12,13.72,423,1026,376,0.51,2.89,0.79,7.67,Cotton
15.57,79.41,5.75,0.04,7.36,98,233,57,0.28,5.67,0.67,11.6,Cowpea
15.57,79.41,5.76,0.04,8.56,164,649,208,0.29,8.87,1.29,11.27,Cowpea
15.57,79.41,6.2,0.03,4.98,82,206,43,0.3,2.91,0.41,8.06,Cowpea
15.56,79.4,6.6,0.09,18.16,138,361,95,0.46,5.59,0.7,7.17,Cowpea
15.56,79.42,5.81,0.09,22.39,233,503,207,0.44,9.81,1.75,26.41,Cowpea
15.56,79.43,6.78,0.13,40.62,412,588,163,0.87,18.89,1.71,17.41,Cowpea
15.51,79.42,5.68,0.05,16.06,155,519,195,0.39,36.52,1.6,11.14,Cowpea
15.54,79.42,7.06,0.07,12.23,87,580,136,8.79,4.37,0.71,14.25,Cowpea
15.54,79.42,9.26,0.35,78.85,832,593,138,0.9,7.0,1.04,8.14,Cowpea
15.55,79.42,5.8,0.05,14.6,181,648,181,0.36,15.5,1.89,20.33,Cowpea
15.49,79.37,5.25,0.09,5.26,156,321,102,0.2,13.6,0.96,22.15,Cowpea
15.59,79.4,6.48,0.05,13.34,114,404,98,0.29,7.01,0.71,9.46,Cotton
15.59,79.4,6.91,0.04,9.46,77,285,49,0.3,4.86,0.36,6.23,Cotton
15.58,79.39,6.1,0.04,11.79,154,485,104,0.32,17.56,0.99,13.85,Cotton
15.59,79.4,6.1,0.05,14.31,105,521,135,0.26,12.11,1.18,15.22,Cotton
15.58,79.4,8.81,0.26,13.45,152,328,77,0.5,33.48,1.43,8.42,Cotton
15.58,79.4,6.62,0.07,9.84,166,646,151,0.25,4.9,0.89,7.98,Cotton
15.59,79.4,6.36,0.06,18.94,187,714,191,0.32,14.07,1.47,17.65,Cotton
15.58,79.4,6.3,0.04,12.35,62,200,37,0.47,7.99,0.31,6.98,Cotton
15.58,79.4,8.24,0.09,14.59,436,906,288,0.5,2.18,0.82,7.53,Cotton
15.58,79.4,8.4,0.15,4.19,237,1218,380,0.22,2.28,0.61,5.03,Cotton
15.58,79.4,8.58,0.17,14.8,614,1146,252,0.49,2.23,0.63,6.35,Cotton
15.58,79.41,6.66,0.06,11.91,147,526,130,0.24,9.28,0.83,9.57,Cotton
15.58,79.4,6.45,0.04,11.25,132,472,110,0.26,8.59,0.78,10.25,Cotton
15.59,79.4,8.05,0.33,9.83,303,1045,481,0.41,3.66,1.21,10.14,Cotton
15.58,79.4,7.18,0.07,6.67,223,740,166,0.26,7.29,1.15,14.78,Cotton
15.58,79.4,6.3,0.08,3.87,128,674,201,0.23,12.81,1.19,18.59,Cotton
15.58,79.4,8.47,0.17,10.93,657,1237,337,0.36,2.76,0.76,8.71,Cotton
15.59,79.4,8.47,0.19,14.02,610,1238,331,0.45,2.66,0.75,8.63,Cotton
15.59,79.4,8.3,0.24,8.69,465,1102,260,0.65,3.26,0.83,14.9,Tobacco
15.59,79.41,7.38,0.18,28.71,643,781,229,1.25,4.48,1.6,19.53,Tobacco
15.59,79.41,8.25,0.33,16.07,781,1180,409,0.84,3.67,0.92,11.47,Cotton
15.59,79.4,8.1,0.18,21.82,339,794,195,0.54,4.53,1.58,11.9,Tobacco
15.59,79.41,8.23,0.18,23.39,324,1128,242,0.45,3.04,0.73,10.76,Tobacco
15.59,79.4,7.24,0.08,16.02,166,439,78,0.43,5.1,0.78,12.52,Tobacco
15.59,79.41,7.35,0.09,17.5,177,470,83,0.43,5.18,0.84,13.29,Tobacco
15.59,79.4,5.8,0.15,39.32,177,437,104,0.03,0.04,0.06,0.01,Tobacco
15.59,79.41,9.0,0.91,6.78,160,742,79,0.03,0.04,0.06,0.01,Cotton
15.59,79.4,8.25,0.14,11.87,346,863,236,0.03,0.04,0.06,0.01,Cotton
15.59,79.4,8.3,0.13,8.87,367,1036,264,0.03,0.04,0.06,0.01,Tobacco
15.59,79.4,7.45,0.13,28.16,236,501,126,0.03,0.04,0.06,0.01,Tobacco
15.59,79.4,7.41,0.15,19.89,287,686,273,0.03,0.04,0.06,0.01,Tobacco
15.55,79.42,6.6,0.04,9.49,87,171,49,0.45,3.99,0.39,7.85,Cowpea
15.53,79.41,7.1,0.04,5.01,50,179,71,0.52,3.03,0.31,5.31,Cowpea
15.53,79.41,4.88,0.04,9.27,47,80,24,0.2,10.08,0.37,12.06,Cowpea
15.53,79.41,5.07,0.03,4.65,95,216,62,0.25,14.59,0.87,21.61,Cowpea
15.53,79.41,5.67,0.03,5.23,24,75,18,0.56,10.91,0.34,10.6,Cowpea
15.53,79.41,5.5,0.03,5.52,22,74,19,0.39,10.63,0.28,10.53,Cowpea
15.53,79.41,5.42,0.04,7.52,27,69,17,0.4,6.94,0.3,13.56,Cowpea
15.55,79.41,4.93,0.03,19.87,56,88,22,0.29,43.13,0.66,21.78,Cowpea
15.53,79.41,5.47,0.02,3.56,46,79,27,0.24,5.25,0.44,6.26,Cowpea
15.53,79.41,4.92,0.04,6.84,55,88,25,1.54,19.04,2.87,14.52,Cowpea
15.54,79.42,5.07,0.03,8.05,81,149,45,0.24,6.75,0.65,20.63,Cowpea
15.53,79.41,6.65,0.06,10.99,109,139,46,0.37,4.64,0.3,4.98,Cowpea
15.55,79.4,5.03,0.03,3.87,76,286,95,0.25,16.37,0.92,17.28,Cowpea
15.54,79.42,5.44,0.03,4.68,61,143,36,0.33,18.12,0.61,17.58,Cowpea
15.54,79.42,6.31,0.04,11.72,105,286,71,0.47,9.26,0.76,10.82,Cowpea
15.53,79.41,5.33,0.01,5.46,45,67,18,0.23,8.59,0.36,6.43,Cowpea
15.54,79.42,5.98,0.03,6.25,51,125,40,0.88,11.55,0.49,13.43,Cowpea
15.53,79.42,5.4,0.02,9.91,44,119,26,0.48,13.33,0.43,10.86,Cowpea
15.54,79.42,5.42,0.03,6.82,96,166,39,0.27,9.62,0.6,14.3,Cowpea
15.53,79.41,5.4,0.04,12.63,93,194,46,0.4,42.12,0.99,16.73,Cowpea
15.54,79.42,7.55,0.23,7.46,245,260,69,0.46,3.5,0.41,6.52,Cowpea
15.54,79.42,8.02,0.14,27.54,230,558,437,0.82,7.44,0.99,3.97,Cowpea
15.53,79.42,7.97,0.13,26.56,204,429,358,1.22,6.79,0.96,3.01,Cowpea
15.53,79.42,7.47,0.04,7.26,43,129,66,0.55,2.2,0.64,3.2,Cowpea
15.53,79.41,6.6,0.03,9.09,34,107,43,0.46,3.9,0.55,5.85,Cowpea
15.54,79.42,5.81,0.03,4.82,78,328,98,0.39,22.74,1.38,19.46,Cowpea
15.54,79.42,5.95,0.03,8.13,68,176,42,0.39,10.69,0.58,12.07,Cowpea
15.54,79.42,5.96,0.03,7.33,54,148,37,0.5,18.14,0.66,13.4,Cowpea
15.55,79.42,6.75,0.04,12.58,73,337,77,0.7,8.54,0.83,8.11,Cowpea
15.54,79.42,5.55,0.04,7.48,87,165,49,0.38,5.98,0.59,17.3,Cowpea
15.55,79.42,4.9,0.04,7.35,94,306,111,0.24,11.72,0.98,22.46,Cowpea
15.55,79.42,6.4,0.12,8.08,90,259,76,0.62,6.11,0.63,15.86,Cowpea
15.55,79.42,6.11,0.06,5.27,93,291,71,1.38,10.58,2.81,8.86,Cowpea
