Latitude,Longitude,Soil_type,Crop_type,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Avail_Cu,Avail_Mn
15.51,77.55,Red,Cotton,8.75,0.25,0.2,5.58,54,2323,82,4.69,0.36,0.49,2.14,0.72,3.66
15.54,77.55,Red,Cotton,7.12,0.21,0.18,13.16,48,631,97,4.92,0.28,0.34,4.91,0.45,8.47
15.51,77.55,Sand,GroundNut,6.68,0.15,0.16,17.27,85,359,48,12.4,0.4,0.43,5.44,0.52,10.18
15.5,77.54,Red,Cotton,5.86,0.05,0.23,39.02,69,1003,203,3.51,0.36,0.44,24.7,1.48,21.08
15.51,77.57,Red,GroundNut,7.4,0.07,0.11,5.8,54,885,68,2.18,0.17,0.24,2.4,0.41,2.26
15.51,77.57,Red,Cotton,8.12,0.52,0.41,27.5,130,3194,378,18.78,0.78,0.96,3.16,0.91,14.41
15.5,77.56,Red,Cotton,8.14,1.28,0.3,28.61,62,1200,462,57.73,2.36,1.09,2.65,0.84,7.92
15.51,77.55,Red,GroundNut,7.86,0.18,0.22,8.03,66,1996,107,4.3,0.26,0.37,3.35,0.49,8.25
15.51,77.55,Red,GroundNut,6.59,0.11,0.2,33.27,71,556,84,4.74,0.33,0.33,15.83,0.44,6.87
15.51,77.57,Black,"GroundNut,Cotton",7.2,0.13,0.17,9.96,63,658,85,4.64,0.3,0.23,5.44,0.44,6.62
15.51,77.57,Red,Cotton,8.0,0.26,0.29,17.94,99,2498,195,8.22,0.36,0.61,7.04,0.67,6.05
15.51,77.55,Red,Ground nut,6.18,0.06,0.16,22.61,65,527,108,3.43,0.32,0.27,8.43,0.54,12.36
15.5,77.56,Red,Cotton,7.5,1.13,1.01,109.09,709,1709,222,28.6,1.86,1.41,4.82,0.68,11.74
15.5,77.56,Red,GroundNut,6.75,0.16,0.29,21.5,98,823,203,7.46,0.34,0.4,8.51,0.55,12.91
15.51,77.57,Red,Cotton,6.46,0.18,0.35,46.76,108,1145,342,11.09,0.5,0.46,24.62,1.28,31.55
15.51,77.55,Red,Groundnut,7.55,0.12,0.22,21.04,70,513,198,1.92,0.45,0.31,4.03,0.55,7.61
15.5,77.56,Sand,Cotton,8.31,0.44,0.21,22.0,71,998,187,10.49,0.55,0.39,3.83,0.58,7.64
15.51,77.55,Red,"Cotton,Vegitable",8.13,0.31,0.27,17.0,74,2144,246,5.17,0.47,0.51,3.98,0.76,6.2
15.5,77.54,Red,"Ground nut,castor",7.95,0.14,0.33,4.59,110,2739,306,2.81,0.22,0.48,4.04,0.74,5.47
15.51,77.55,Red,"Ground nut ,Mirchi",8.4,0.56,0.25,30.68,100,998,434,19.08,0.61,0.8,2.45,0.81,6.15
15.5,77.56,Black,"Cotton,Ground Nut",6.86,0.14,0.31,20.64,84,876,208,4.33,0.43,0.27,8.49,0.71,14.3
15.51,77.54,Red,Ground Nut,6.97,0.1,0.18,11.21,86,1084,158,3.74,0.31,0.25,6.97,0.95,13.41
15.5,77.55,Black,Cotton,6.52,0.08,0.19,12.11,78,1180,302,3.16,0.26,0.31,14.47,0.91,17.09
15.5,77.53,Red,Ground Nut,8.41,0.58,0.33,25.4,146,1216,484,26.7,0.73,1.03,3.14,0.92,8.49
15.51,77.55,Red,"Cotton,castor",7.16,0.19,0.21,17.3,80,879,168,4.34,0.31,0.43,5.65,0.68,9.75
15.51,77.55,Red,Cotton,6.7,0.15,0.19,13.77,70,303,44,5.07,1.04,0.25,7.89,0.56,19.16
15.51,77.54,Red,Ground Nut,6.76,0.06,0.25,13.23,95,1105,162,2.25,0.33,0.46,4.87,0.85,11.02
15.5,77.53,Red,"Cotton,Ground Nut",7.84,0.13,0.28,13.53,87,1411,348,4.85,0.36,0.68,5.62,0.96,10.24
15.51,77.55,Red,Cotton,7.84,0.48,0.29,18.74,116,938,380,23.89,1.01,0.78,5.32,0.71,18.51
15.5,77.55,Alkhaline,Cotton,6.49,0.05,0.17,23.4,60,627,99,1.69,0.32,0.18,11.0,0.73,7.96
15.51,77.55,Red,"Ground nut,castor",8.31,0.2,0.39,9.53,102,1183,425,3.11,0.45,0.61,2.83,0.85,7.75
15.5,77.53,Alkhaline,Cotton,7.44,0.14,0.41,14.12,190,654,126,6.04,0.57,0.43,6.87,0.63,12.45
15.5,77.54,Red,Ground Nut,8.88,0.37,0.24,11.28,95,1101,262,16.98,1.09,0.73,4.17,0.67,10.04
15.51,77.55,red,groundnut,8.0,0.15,0.11,3.97,52,699,97,3.54,0.21,0.31,4.7,0.42,6.78
15.47,77.54,Red,Ground Nut,8.41,0.14,0.15,4.1,54,877,108,3.83,0.2,0.35,2.47,0.39,5.02
15.49,77.53,Alkhaline,Cotton,8.79,0.26,0.29,15.72,105,818,238,11.17,0.38,0.69,2.91,0.51,4.05
15.49,77.53,Alkhaline,Cotton,8.51,0.21,0.29,21.09,124,765,296,9.72,0.33,0.88,2.4,0.63,7.46
15.48,77.55,Red,Ground Nut,7.6,0.26,0.24,7.9,95,1256,149,12.24,0.2,0.37,5.05,1.03,8.28
15.47,77.55,Red,"Ground Nut, Cotton",6.28,0.11,0.23,24.78,75,513,99,7.02,0.54,0.33,11.94,0.65,10.82
15.49,77.55,Alkhaline,Ground Nut,8.87,0.12,0.1,3.25,43,973,81,1.75,0.18,0.29,1.57,0.36,4.0
15.48,77.55,Red,"Ground Nut,jowar",8.21,0.14,0.17,5.17,79,1164,119,3.05,0.2,0.27,3.37,0.39,4.23
15.48,77.55,Red,Cotton,7.61,0.15,0.29,13.64,101,803,155,10.76,0.34,0.47,3.77,0.49,5.64
15.48,77.55,Red,Ground Nut,6.65,0.76,0.28,11.02,82,701,149,4.07,0.26,0.4,9.55,0.55,8.53
15.48,77.54,Alkhaline,Cotton,9.43,0.27,0.15,1.94,60,1115,106,6.14,0.15,0.38,1.72,0.28,3.18
15.48,77.54,Red,"Ground Nut ,Cotton",6.85,0.07,0.16,13.74,55,463,91,5.72,0.26,0.29,20.75,0.51,6.74
15.48,77.54,Alkhaline,Cotton,8.4,0.66,0.44,38.01,118,1225,487,25.28,0.51,1.5,3.0,0.84,9.94
15.48,77.55,Red,"Ground Nut,jowar",6.34,0.06,0.11,5.09,59,455,93,3.08,0.23,0.22,8.21,0.56,7.02
15.52,77.6,red,groundnut,6.43,0.09,0.24,16.77,87,800,145,5.29,0.32,0.62,7.63,0.87,10.17
15.52,77.6,red,groundnut,6.9,0.28,0.35,15.3,190,941,194,9.94,0.4,0.64,7.35,0.86,14.47
15.48,77.54,Red,Ground Nut,7.21,0.21,0.3,15.18,136,929,217,6.23,0.35,0.64,4.69,0.69,11.37
15.48,77.54,Alkhaline,Cotton,7.98,0.15,0.18,7.1,66,898,121,4.94,0.25,0.39,4.27,0.35,5.17
15.48,77.54,Black,Cotton,7.18,0.12,0.21,16.23,112,1031,179,5.87,0.26,0.48,7.17,0.65,6.38
15.49,77.55,Red,Ground Nut,7.35,0.18,0.39,19.35,150,916,204,7.45,0.45,0.66,7.53,0.63,12.73
15.52,77.6,Red,Cotton,7.98,0.22,0.32,25.36,89,750,266,7.68,0.53,0.34,3.21,0.49,6.33
15.53,77.6,Red,Cotton,8.6,0.22,0.27,4.79,157,1264,473,6.82,0.35,0.7,5.09,0.95,6.49
15.52,77.6,Red,Groundnut,7.12,0.17,0.45,19.12,105,541,143,5.65,1.32,0.32,4.81,0.48,10.84
15.53,77.59,Red,Groundnut,7.82,0.17,0.23,47.95,75,687,199,6.64,0.92,0.36,4.71,0.55,6.45
15.53,77.59,Red,Cotton,6.76,0.1,0.22,11.31,68,613,191,5.2,0.43,0.27,7.99,0.77,18.03
15.52,77.6,Black,Cotton,8.32,0.31,0.26,22.33,62,1244,216,14.64,0.57,0.41,2.61,0.49,4.61
15.52,77.6,Red,Groundnut,5.6,0.04,0.13,18.57,43,195,43,2.71,0.33,0.14,14.53,0.42,11.71
15.52,77.6,Red,Groundnut,8.04,0.21,0.44,7.58,126,1190,191,6.58,0.41,0.5,7.47,0.94,9.11
15.52,77.6,Black,Groundnut,6.29,0.1,0.22,12.78,61,257,51,4.5,0.5,0.22,3.94,0.25,5.73
15.52,77.59,Black,Cotton,7.38,0.2,0.28,22.8,82,659,178,9.64,0.73,0.42,3.51,0.67,5.54
15.52,77.59,Red,Cotton,7.89,0.33,0.39,47.36,108,915,282,24.48,0.9,0.73,4.53,0.66,9.05
15.52,77.6,Red,Groundnut,5.97,0.03,0.15,6.68,63,145,27,2.01,0.34,0.12,7.45,0.33,11.3
15.53,77.59,Red,Groundnut,6.38,0.24,0.42,30.69,251,512,165,14.02,0.69,0.46,18.42,0.93,28.99
15.53,77.6,Red,Groundnut,7.1,0.1,0.13,14.22,82,540,95,5.61,0.4,0.15,7.25,0.57,8.83
15.52,77.59,Red,Groundnut,7.14,0.12,0.41,14.72,184,1048,212,4.69,0.43,0.54,5.95,1.15,10.49
15.52,77.6,Black,Cotton,7.03,0.12,0.18,13.8,77,414,98,3.94,0.43,0.2,5.36,0.45,8.24
15.52,77.6,Black,Cotton,6.74,0.4,0.55,44.89,177,982,307,18.9,1.0,1.02,8.05,1.04,19.66
15.53,77.59,red,groundnut,8.24,0.2,0.27,3.9,166,970,291,3.55,0.22,0.68,3.1,1.27,6.94
15.52,77.6,Red,Cotton,7.58,0.18,0.24,34.7,64,663,198,7.92,0.53,0.26,7.21,0.66,10.15
15.52,77.59,Red,Groundnut,7.58,0.25,0.33,11.09,185,1262,179,5.81,0.27,0.39,4.99,1.0,10.38
15.53,77.58,Red,Clastor,8.41,0.35,0.38,26.6,183,1217,616,12.99,0.44,0.97,3.11,1.54,9.8
15.52,77.6,red,groundnut,8.12,0.31,0.31,26.46,113,796,339,11.02,0.67,0.57,2.15,0.47,5.42
15.53,77.59,red,groundnut,7.04,0.14,0.26,27.43,73,559,124,4.84,0.7,0.27,6.15,0.53,8.79
15.52,77.59,Red,Cotton,6.56,0.13,0.18,20.4,59,458,113,8.4,0.61,0.24,7.17,0.5,9.53
15.53,77.59,Red,Groundnut,8.14,0.17,0.33,19.22,218,768,645,5.85,0.57,0.93,3.15,1.15,6.56
15.53,77.6,Red,Clastor,8.04,0.18,0.26,6.28,142,1046,736,4.11,0.25,0.32,5.99,0.77,5.45
15.53,77.6,Red,Cotton,8.18,0.33,0.47,29.28,181,1067,512,12.38,0.95,1.08,2.02,1.1,4.46
15.53,77.6,Red,Cotton,8.3,0.44,0.49,25.25,142,1254,479,19.36,0.59,0.75,2.67,0.63,6.86
15.52,77.6,Sand,Groundnut,6.71,0.16,0.32,18.25,88,662,147,7.22,0.6,0.29,9.6,0.85,19.39
15.53,77.59,Red,Groundnut,7.73,0.23,0.41,12.25,157,1198,260,11.89,0.48,0.51,8.04,1.23,12.52
15.52,77.59,Red,Cotton,6.56,0.23,0.31,13.53,108,674,144,9.4,0.46,0.49,11.93,1.08,18.95
15.51,77.59,Red,Groundnut,7.49,0.21,0.27,25.32,86,671,205,10.74,1.68,0.42,4.76,0.64,7.56
15.52,77.59,Red,Cotton,8.94,7.9,0.16,4.06,150,1263,204,58.45,0.2,2.43,4.47,0.81,3.89
15.52,77.59,Red,Cotton,8.11,0.23,0.21,7.7,96,904,220,6.99,0.21,0.49,3.54,0.41,4.35
15.52,77.58,Red,Groundnut,7.81,0.32,0.38,31.64,130,847,383,16.53,1.16,0.67,4.62,0.97,16.36
15.5,77.6,Red,Cotton,8.44,0.4,0.16,6.86,73,1137,308,8.45,0.17,0.71,5.55,0.74,7.44
15.51,77.6,Red,Cotton,8.1,0.15,0.3,13.54,82,997,178,3.78,0.26,0.38,6.08,0.55,6.36
15.49,77.59,Alkhaline,Cotton,5.86,0.06,0.36,17.83,115,503,115,5.16,0.36,0.37,18.43,0.61,15.39
15.51,77.59,Alkhaline,Cotton,8.24,0.2,0.34,22.63,151,1233,268,8.52,0.31,0.58,4.93,0.74,6.36
15.48,77.6,Red,Groundnut,7.28,0.2,0.28,7.06,86,1060,155,5.99,0.23,0.34,16.25,0.76,8.95
15.51,78.47,Black,Cotton,8.8,0.68,0.19,9.29,80,827,352,23.6,0.42,0.66,2.13,0.57,3.52
15.51,77.59,Red,Cotton,8.07,0.17,0.35,22.67,134,685,335,3.27,0.38,0.5,3.14,0.6,6.96
15.49,77.6,Red,Groundnut,7.4,0.14,0.28,22.52,64,484,204,3.21,0.44,0.29,5.54,0.41,8.73
15.49,77.61,Red,Groundnut,6.35,0.12,0.28,15.01,80,533,103,13.64,0.38,0.32,10.12,0.64,13.6
15.49,77.6,Red,Groundnut,8.34,0.2,0.23,14.65,69,568,201,4.73,0.41,0.43,1.67,0.41,3.45
15.49,77.61,Red,Cotton,7.95,0.25,0.37,49.66,97,928,382,20.79,0.44,0.65,4.61,0.5,6.64
15.49,77.62,Red,Groundnut,8.0,0.42,0.43,43.21,132,850,427,24.44,0.93,0.62,2.53,0.68,8.71
15.49,77.59,Red,Cotton,7.96,0.17,0.49,23.24,130,1245,220,4.94,0.36,0.52,5.51,0.74,5.98
15.49,77.6,Red,Cotton,7.98,0.2,0.38,15.19,153,1125,122,8.52,0.36,0.54,5.19,0.52,8.8
15.5,77.6,Red,Cotton,8.27,0.41,0.34,20.81,173,1263,264,11.42,0.27,0.63,2.33,0.43,5.21
15.49,77.61,Black,Cotton,7.12,0.13,0.37,21.66,109,626,201,4.7,0.34,0.44,8.09,0.48,10.66
15.51,77.59,Red,Cotton,8.32,0.39,0.44,24.5,169,1134,467,22.48,0.3,0.86,12.67,0.94,8.69
15.51,77.59,Red,"Cotton,Groundnut",6.8,0.12,0.24,31.3,88,792,178,4.12,0.32,0.31,10.71,0.79,16.11
15.5,77.6,Red,Cotton,7.63,0.25,0.44,31.4,109,848,312,8.52,0.39,0.47,3.83,0.64,12.13
15.51,77.57,Red,Cotton,7.69,0.42,0.29,19.65,133,829,237,14.75,0.31,0.54,4.09,0.46,13.8
15.49,77.61,Red,Groundnut,6.89,0.21,0.29,25.82,80,986,210,4.53,0.24,0.34,9.78,0.76,15.26
15.49,77.59,Red,Cotton,8.02,0.38,0.52,47.27,209,1135,621,13.15,0.86,1.16,3.99,0.98,12.89
15.49,77.61,Red,Groundnut,7.02,0.34,0.33,56.74,99,765,279,55.78,0.59,0.4,6.75,0.93,13.82
15.51,77.57,Red,Cotton,6.87,0.08,0.24,13.31,102,954,285,2.83,0.53,0.34,7.71,0.69,13.94
15.51,77.59,Black,Cotton,7.29,0.35,0.49,28.75,226,1222,268,7.15,0.3,0.59,8.97,1.04,13.3
15.49,77.61,Red,Groundnut,8.36,0.19,0.35,8.52,87,1234,161,3.6,0.2,0.38,2.74,0.4,3.9
15.51,77.6,Red,Cotton,7.87,0.19,0.33,19.88,89,1148,183,3.25,0.47,0.33,7.0,0.7,5.95
15.5,77.61,Red,Cotton,8.2,0.2,0.57,24.7,125,1248,310,6.3,0.4,0.54,5.55,0.8,7.25
15.49,77.49,Red,Groundnut,7.81,0.2,0.49,12.23,103,1263,165,3.95,0.25,0.32,4.49,0.58,7.32
15.48,77.6,Red,Cotton,6.52,0.11,0.32,10.62,87,395,87,3.71,0.39,0.21,4.27,0.47,10.54
15.48,77.6,Red,Groundnut,7.14,0.14,0.32,18.49,96,464,96,6.89,0.36,0.26,4.35,0.35,8.81
15.5,77.57,Red,Cotton,8.27,0.27,0.28,12.65,147,1264,244,10.15,0.27,0.61,8.66,0.76,8.81
15.51,77.59,Black,Groundnut,8.5,0.2,0.24,17.68,212,1057,340,9.68,0.32,0.62,3.4,0.6,5.12
15.51,77.59,Red,Cotton,8.41,0.3,0.39,39.51,138,1263,473,15.86,0.31,0.81,2.32,0.56,5.46
15.48,77.6,Red,Cotton,7.6,0.19,0.65,37.77,327,878,325,8.38,0.69,0.51,11.87,0.31,6.23
15.48,77.6,Red,Cotton,7.63,0.3,0.3,53.85,74,811,231,22.55,0.64,0.38,3.93,0.47,9.62
15.5,77.58,Black,Cotton,8.88,0.69,0.24,3.47,108,1262,274,11.0,0.19,0.81,3.18,0.41,4.26
15.5,77.58,Black,Groundnut,8.14,0.33,0.34,32.23,113,813,271,12.08,0.38,0.63,6.83,0.72,11.65
15.5,77.57,Red,Cotton,8.92,0.21,0.17,1.7,74,1024,105,5.75,0.2,0.28,2.03,0.3,5.16
15.49,77.58,Black,Cotton,7.61,0.29,0.37,6.96,191,1172,242,12.47,0.38,0.65,6.14,1.22,19.35
15.49,77.58,Red,Groundnut,7.1,0.12,0.32,10.67,113,703,178,6.35,0.32,0.4,6.13,0.63,13.9
15.5,77.57,Red,Cotton,8.6,0.32,0.23,4.86,153,1264,263,9.07,0.23,0.55,5.32,0.62,8.56
15.5,77.58,Red,Groundnut,7.64,0.17,0.23,10.8,107,794,207,5.64,0.31,0.35,7.18,0.55,12.2
15.5,77.58,Black,Cotton,7.22,0.16,0.39,17.46,121,819,228,8.45,0.58,0.48,7.28,1.03,19.33
15.49,77.58,Black,Groundnut,6.73,0.17,0.22,21.34,79,583,133,11.4,0.49,0.33,8.86,0.67,17.03
15.49,77.58,Black,Cotton,8.54,0.14,0.33,6.54,77,1257,119,4.36,0.27,0.34,3.07,0.38,5.19
15.49,77.58,Black,Cotton,8.44,0.48,0.42,12.94,123,1186,267,14.13,0.34,0.81,3.67,0.77,10.54
15.49,77.58,Red,Groundnut,8.87,0.19,0.24,3.11,96,1263,166,3.76,0.19,0.38,3.1,0.53,6.24
15.51,77.57,Black,Groundnut,7.6,0.1,0.15,7.03,71,553,104,4.25,0.21,0.18,4.59,0.43,7.14
15.5,77.58,Red,Cotton,6.83,0.11,0.28,18.4,110,639,181,5.54,0.39,0.32,7.17,0.78,17.86
15.49,77.57,Red,Cotton,8.39,0.14,0.26,4.7,108,1249,135,4.21,0.22,0.32,3.97,0.68,7.14
15.49,77.58,Red,Groundnut,7.12,0.18,0.33,16.4,102,788,133,6.24,0.74,0.37,9.37,1.0,18.22
15.5,77.58,Black,Cotton,8.25,0.19,0.36,6.61,117,1261,168,7.27,0.26,0.53,3.88,0.6,11.89
15.49,77.58,Black,Groundnut,8.14,0.36,0.29,15.4,123,1024,238,20.15,0.37,0.64,3.53,0.66,12.78
15.48,77.6,Red,Cotton,7.74,0.17,0.22,20.28,64,609,148,11.29,0.72,0.26,4.95,0.44,7.2
15.49,77.61,Red,Groundnut,8.07,0.29,0.33,24.66,140,1264,300,9.55,0.56,0.54,3.93,0.75,12.15
15.51,77.6,Red,Groundnut,6.6,0.05,0.33,7.51,78,776,218,4.53,0.3,0.38,10.45,0.77,14.85
15.5,77.58,Black,Cotton,7.87,0.22,0.43,14.66,158,1116,344,6.13,0.53,0.56,4.91,1.2,14.56
15.51,77.61,Red,Cotton,8.12,0.22,0.19,23.63,89,870,134,7.49,0.3,0.25,8.1,0.52,4.39
15.48,77.65,Red,Cotton,7.75,0.31,0.22,3.46,73,919,202,4.28,0.16,0.35,5.75,0.67,9.74
15.49,77.61,Red,Cotton,6.85,0.16,0.34,14.92,73,540,125,5.12,0.45,0.34,9.63,0.75,13.39
14.53,80.16,Black,Paddy,7.75,0.65,1.04,3.18,126,1212,389,45.75,5.02,1.92,24.8,1.64,1.6
14.53,80.15,Black,Paddy,7.02,0.56,0.81,2.03,116,796,313,32.27,0.96,1.54,21.1,0.98,0.24
14.53,80.16,Black,Paddy,7.5,0.31,0.46,5.17,74,662,247,20.89,1.94,1.84,17.96,0.7,0.38
14.54,80.16,Black,Paddy,8.28,0.9,0.65,23.7,106,2425,422,13.88,3.92,1.08,70.68,2.26,5.6
14.54,80.16,Black,Paddy,8.11,0.96,0.5,15.47,92,2264,295,106.9,5.66,1.25,31.18,1.46,2.78
14.54,80.1,Black,Paddy,8.37,1.03,0.22,13.82,61,865,199,116.21,0.2,0.79,6.1,0.18,4.96
14.54,80.14,Black,Paddy,8.05,0.68,0.48,15.96,74,2090,245,86.55,1.93,1.16,19.42,0.85,1.3
14.54,80.14,Black,Paddy,7.86,1.15,0.52,12.9,94,1410,227,66.0,2.39,1.5,18.81,1.09,0.44
14.52,80.15,Black,Paddy,7.75,1.66,0.52,12.05,107,1751,289,332.91,1.47,1.53,18.25,0.65,0.62
14.54,80.15,Black,Paddy,8.62,0.47,0.49,14.92,61,2006,211,14.43,0.93,1.19,12.12,0.47,0.3
14.54,80.15,Black,Paddy,8.5,0.38,0.38,6.6,68,2178,198,11.76,1.7,1.08,9.78,0.24,2.08
14.54,80.15,Black,Paddy,8.18,0.81,0.21,5.42,37,1417,81,58.7,3.47,0.59,9.52,0.52,0.34
14.55,80.15,Black,Paddy,8.02,0.82,0.43,9.89,50,1996,135,46.18,6.59,0.83,8.96,0.67,1.68
14.54,80.14,Black,Paddy,6.62,0.31,0.25,10.12,44,237,48,32.35,1.54,0.46,48.52,0.24,2.1
14.54,80.14,Black,Paddy,5.62,0.55,0.28,11.06,75,368,88,47.83,3.58,0.61,125.28,0.88,2.38
14.53,80.15,Black,Paddy,7.38,0.72,0.71,13.38,102,1052,340,18.69,3.7,1.35,47.84,1.4,1.74
14.53,80.15,Black,Paddy,7.68,0.82,1.03,4.46,90,1198,351,53.21,10.58,2.0,19.58,1.22,1.6
14.53,80.15,Black,Paddy,8.12,1.11,0.38,12.5,91,2787,520,241.55,0.58,0.76,31.72,1.6,1.92
14.53,80.15,Black,Paddy,8.0,0.42,0.45,6.33,66,1551,195,108.13,2.28,0.94,19.84,0.88,0.09
14.53,80.15,Black,Paddy,7.35,0.55,0.4,3.63,60,746,218,75.68,4.64,1.04,20.42,0.76,0.09
14.54,80.14,Black,Paddy,7.95,1.51,0.57,30.16,110,2136,374,103.99,0.74,1.56,30.02,0.8,8.7
14.54,80.14,Black,Paddy,7.78,1.48,0.37,26.11,95,1014,292,74.52,2.46,1.11,38.0,0.9,0.67
14.54,80.14,Black,Paddy,7.9,1.51,0.43,16.81,67,2350,273,260.43,1.94,1.2,28.66,0.72,0.47
14.54,80.14,Black,Paddy,7.85,1.81,0.68,45.62,117,2620,482,153.92,2.04,2.09,62.6,1.82,2.54
14.54,80.13,Black,Paddy,8.1,0.78,0.96,12.57,59,2102,198,30.82,0.62,0.9,15.6,0.66,3.32
14.54,80.13,Black,Paddy,9.14,3.2,0.38,34.37,151,1091,284,297.77,1.68,2.06,50.68,1.12,6.78
14.49,80.06,Black,Paddy,8.4,0.77,0.5,4.25,89,2763,533,126.93,1.8,1.72,44.02,2.72,7.7
14.48,80.08,Black,Paddy,7.92,1.07,0.5,6.88,54,2341,228,234.97,5.74,1.2,23.3,0.76,1.34
14.49,80.08,Black,Paddy,7.86,1.26,0.85,8.4,191,5722,1464,454.04,0.9,2.5,33.64,4.78,16.56
14.5,80.08,Black,Paddy,7.8,2.4,1.02,13.35,289,6273,1880,837.21,2.44,3.3,61.24,6.44,16.0
14.49,80.07,Black,Paddy,7.62,0.55,0.79,5.11,112,2694,623,82.72,0.54,2.11,49.54,3.52,6.74
14.49,80.07,Black,Paddy,7.8,0.85,0.84,11.29,191,3190,1064,105.14,3.6,2.59,33.8,4.22,9.32
14.47,80.07,Black,Paddy,7.53,0.18,0.55,18.09,49,1904,283,12.39,2.22,0.99,17.62,1.36,2.22
14.48,80.07,Black,Paddy,7.68,1.43,0.42,11.93,110,3475,472,613.38,1.02,0.99,26.94,2.04,5.94
14.48,80.07,Black,Paddy,6.57,1.22,1.08,144.48,756,3569,776,50.77,2.1,2.12,12.36,2.02,16.14
14.48,80.07,Black,Paddy,7.88,1.31,1.0,8.46,124,4158,853,275.65,0.48,1.85,36.34,4.28,8.84
14.48,80.07,Black,Paddy,7.45,2.2,1.15,20.43,189,4416,751,679.5,1.24,2.68,52.66,4.52,13.5
14.48,80.07,Black,Paddy,7.55,0.15,0.41,22.11,150,1559,280,11.83,0.86,0.68,12.84,1.32,31.44
14.49,80.08,Black,Paddy,7.86,0.96,0.88,7.02,276,5924,1895,102.35,0.66,3.18,28.0,4.54,20.1
14.49,80.08,Black,Paddy,8.57,0.33,0.32,3.62,174,5149,1592,101.52,0.4,3.18,11.6,2.06,4.16
14.55,80.16,Black,Paddy,7.61,1.22,0.86,16.16,129,3066,653,251.03,0.86,1.83,73.4,3.96,8.34
14.55,80.17,Black,Paddy,8.4,1.12,0.41,12.48,131,3001,446,119.99,1.08,1.54,47.2,3.08,1.66
14.55,80.17,Black,Paddy,8.48,0.68,0.75,27.85,206,2880,958,149.47,8.22,2.49,81.9,4.8,8.16
14.54,80.16,Black,Paddy,6.28,0.53,0.85,36.63,122,2294,659,135.29,1.8,2.0,183.32,4.6,12.1
14.5,80.16,Black,Paddy,8.88,0.68,0.61,34.88,167,2388,410,27.66,1.52,2.47,73.8,2.62,5.92
14.52,80.17,Black,Paddy,7.78,0.38,0.45,26.74,106,1192,462,24.89,1.98,1.41,58.0,2.04,4.48
14.51,80.17,Black,Paddy,7.95,1.16,0.91,41.78,196,1970,578,153.38,3.5,2.79,91.0,3.14,3.56
14.51,80.17,Black,Paddy,7.81,0.46,0.49,31.84,105,1144,431,34.18,0.46,1.47,73.14,1.82,1.22
14.51,80.16,Black,Paddy,8.3,0.43,0.62,16.18,89,2742,404,56.41,2.3,1.43,51.56,1.92,6.22
14.51,80.17,Black,Paddy,8.33,0.64,0.36,9.57,78,2373,281,86.75,1.5,0.98,38.98,1.36,4.48
14.52,80.16,Black,Paddy,5.92,0.52,0.42,8.27,68,1021,262,148.45,0.56,1.39,90.84,1.94,23.24
14.51,80.16,Black,Paddy,7.88,1.18,0.47,13.26,89,2369,407,323.26,1.2,1.21,39.6,1.86,2.1
14.52,80.17,Black,Paddy,8.5,0.51,0.43,33.22,127,2745,362,39.17,2.48,1.21,42.72,1.88,0.88
14.51,80.16,Black,Paddy,8.13,0.65,0.55,19.46,77,2117,312,97.68,1.96,1.48,40.08,1.3,4.48
14.5,80.17,Black,Paddy,7.8,0.52,0.67,47.51,165,1925,675,60.11,5.3,2.04,84.52,3.34,10.34
14.51,80.17,Black,Paddy,8.54,0.64,0.74,55.92,564,3007,633,61.69,1.78,2.24,101.54,5.04,7.6
14.51,80.17,Black,Paddy,8.21,0.52,0.47,28.49,191,2611,882,80.91,1.26,1.87,54.14,3.02,8.44
14.51,80.17,Black,Paddy,8.0,0.43,0.32,28.32,88,1094,296,62.26,4.64,1.35,62.54,1.66,4.14
14.5,80.17,Black,Paddy,8.26,0.75,0.48,30.23,103,2686,432,103.5,5.12,1.7,78.34,2.12,2.3
14.51,80.17,Black,Paddy,8.0,0.55,0.58,29.89,156,2536,483,61.23,1.02,1.45,14.58,1.66,2.42
14.5,80.17,Black,Paddy,7.6,0.26,0.42,18.2,82,938,384,16.53,0.92,1.1,59.44,1.6,6.64
14.5,80.17,Black,Paddy,7.75,0.57,0.78,64.85,224,2776,971,82.9,4.66,2.69,111.06,4.14,14.98
14.5,80.17,Black,Paddy,8.07,1.41,0.51,49.89,440,4582,1646,372.43,6.28,2.19,65.42,2.24,7.54
14.44,79.68,Black,Paddy,8.21,0.13,0.41,13.68,98,4803,690,5.32,0.6,0.83,6.26,1.24,6.05
14.43,79.68,Black,Citrus,8.15,0.13,0.44,4.76,131,5572,652,3.89,0.56,0.73,2.65,1.45,8.25
14.44,79.68,Black,Citrus,8.22,0.1,0.46,4.27,180,6381,789,2.54,0.9,0.69,2.21,1.23,7.75
14.43,79.68,Black,Citrus,8.21,0.14,0.49,5.31,124,4540,692,5.25,0.33,1.22,3.05,0.97,9.17
14.44,79.69,Black,Citrus,7.84,0.34,1.16,72.83,321,3812,1338,63.07,23.92,2.17,5.96,4.15,17.7
14.44,79.68,Redsoil,Black gram,8.12,0.22,0.46,5.26,248,5220,903,9.56,0.67,0.84,1.04,1.02,5.55
